iata,name,country,tz
OGU,Ordu Giresun Airport,Turkey,
OGX,Ain el Beida Airport,Algeria,Africa/Algiers
OGZ,Beslan Airport,Russia,Europe/Moscow
OHA,RNZAF Base Ohakea,New Zealand,Pacific/Auckland
OHD,Ohrid St. Paul the Apostle Airport,Macedonia,Europe/Skopje
OHE,Gu-Lian Airport,China,Asia/Shanghai
OHO,Okhotsk Airport,Russia,Asia/Vladivostok
OHS,Sohar Airport,Oman,
OIA,Ourilândia do Norte Airport,Brazil,America/Belem
OIM,Oshima Airport,Japan,Asia/Tokyo
OIR,Okushiri Airport,Japan,Asia/Tokyo
OIT,Oita Airport,Japan,Asia/Tokyo
OJC,Johnson County Executive Airport,United States,America/Chicago
OKA,Naha Airport,Japan,Asia/Tokyo
OKC,Will Rogers World Airport,United States,America/Chicago
OKD,Okadama Airport,Japan,Asia/Tokyo
OKE,Okierabu Airport,Japan,Asia/Tokyo
OKF,Okaukuejo Airport,Namibia,Africa/Windhoek
OKI,Oki Airport,Japan,Asia/Tokyo
OKJ,Okayama Airport,Japan,Asia/Tokyo
OKK,Kokomo Municipal Airport,United States,
OKL,Oksibil Airport,Indonesia,
OKM,Okmulgee Regional Airport,United States,America/Chicago
OKN,Okondja Airport,Gabon,Africa/Libreville
OKO,Yokota Air Base,Japan,Asia/Tokyo
OKR,Yorke Island Airport,Australia,Australia/Brisbane
OKU,Mokuti Lodge Airport,Namibia,Africa/Windhoek
OKY,Oakey Airport,Australia,Australia/Brisbane
OLA,Ørland Airport,Norway,Europe/Oslo
OLB,Olbia Costa Smeralda Airport,Italy,Europe/Rome
OLC,Senadora Eunice Micheles Airport,Brazil,America/Boa_Vista
OLF,L M Clayton Airport,United States,America/Denver
OLJ,North West Santo Airport,Vanuatu,Pacific/Efate
OLL,Oyo Ollombo Airport,Congo (Brazzaville),
OLM,Olympia Regional Airport,United States,America/Los_Angeles
OLP,Olympic Dam Airport,Australia,Australia/Adelaide
OLS,Nogales International Airport,United States,America/Phoenix
OLV,Olive Branch Airport,United States,America/Chicago
OLZ,Olyokminsk Airport,Russia,Asia/Yakutsk
OMA,Eppley Airfield,United States,America/Chicago
OMB,Omboue Hopital Airport,Gabon,Africa/Libreville
OMC,Ormoc Airport,Philippines,Asia/Manila
OMD,Oranjemund Airport,Namibia,Africa/Windhoek
OME,Nome Airport,United States,America/Anchorage
OMF,King Hussein Air College,Jordan,Asia/Amman
OMH,Urmia Airport,Iran,Asia/Tehran
OMI,Omidiyeh Airport,Iran,Asia/Tehran
OMO,Mostar International Airport,Bosnia and Herzegovina,Europe/Sarajevo
OMR,Oradea International Airport,Romania,Europe/Bucharest
OMS,Omsk Central Airport,Russia,Asia/Omsk
OND,Ondangwa Airport,Namibia,Africa/Windhoek
ONG,Mornington Island Airport,Australia,Australia/Brisbane
ONJ,Odate Noshiro Airport,Japan,Asia/Tokyo
ONK,Olenyok Airport,Russia,Asia/Yakutsk
ONO,Ontario Municipal Airport,United States,America/Denver
ONP,Newport Municipal Airport,United States,America/Los_Angeles
ONQ,Zonguldak Airport,Turkey,Europe/Istanbul
ONS,Onslow Airport,Australia,Australia/Perth
ONT,Ontario International Airport,United States,America/Los_Angeles
ONX,Enrique Adolfo Jimenez Airport,Panama,America/Panama
OOK,Toksook Bay Airport,United States,America/Anchorage
OOL,Gold Coast Airport,Australia,Australia/Brisbane
OOM,Cooma Snowy Mountains Airport,Australia,Australia/Sydney
OPF,Opa-locka Executive Airport,United States,America/New_York
OPO,Francisco de Sá Carneiro Airport,Portugal,Europe/Lisbon
OPS,Presidente João Batista Figueiredo Airport,Brazil,America/Campo_Grande
OPU,Balimo Airport,Papua New Guinea,Pacific/Port_Moresby
ORA,Orán Airport,Argentina,America/Argentina/Salta
ORB,Örebro Airport,Sweden,Europe/Stockholm
ORD,Chicago O'Hare International Airport,United States,America/Chicago
ORE,Orléans-Bricy (BA 123) Air Base,France,Europe/Paris
ORF,Norfolk International Airport,United States,America/New_York
ORG,Zorg en Hoop Airport,Suriname,America/Paramaribo
ORH,Worcester Regional Airport,United States,America/New_York
ORJ,Orinduik Airport,Guyana,America/Guyana
ORK,Cork Airport,Ireland,Europe/Dublin
ORL,Orlando Executive Airport,United States,America/New_York
ORN,Es Senia Airport,Algeria,Africa/Algiers
ORP,Orapa Airport,Botswana,Africa/Gaborone
ORT,Northway Airport,United States,America/Anchorage
ORU,Juan Mendoza Airport,Bolivia,America/La_Paz
ORV,Robert (Bob) Curtis Memorial Airport,United States,America/Anchorage
ORW,Ormara Airport,Pakistan,Asia/Karachi
ORX,Oriximiná Airport,Brazil,America/Belem
ORY,Paris-Orly Airport,France,Europe/Paris
OSC,Oscoda Wurtsmith Airport,United States,America/New_York
OSD,Åre Östersund Airport,Sweden,Europe/Stockholm
OSF,Ostafyevo International Airport,Russia,Europe/Moscow
OSH,Wittman Regional Airport,United States,America/Chicago
OSI,Osijek Airport,Croatia,Europe/Zagreb
OSK,Oskarshamn Airport,Sweden,Europe/Stockholm
OSL,Oslo Lufthavn,Norway,Europe/Oslo
OSM,Mosul International Airport,Iraq,Asia/Baghdad
OSN,Osan Air Base,South Korea,Asia/Seoul
OSP,Redzikowo Air Base,Poland,Europe/Warsaw
OSR,Ostrava Leos Janáček Airport,Czech Republic,Europe/Prague
OSS,Osh Airport,Kyrgyzstan,Asia/Bishkek
OST,Ostend-Bruges International Airport,Belgium,Europe/Brussels
OSU,The Ohio State University Airport - Don Scott Field,United States,America/New_York
OSW,Orsk Airport,Russia,Asia/Yekaterinburg
OSY,Namsos Høknesøra Airport,Norway,Europe/Oslo
OTH,Southwest Oregon Regional Airport,United States,America/Los_Angeles
OTI,Pitu Airport,Indonesia,Asia/Jayapura
OTJ,Otjiwarongo Airport,Namibia,
OTK,Tillamook Airport,United States,America/Los_Angeles
OTM,Ottumwa Regional Airport,United States,
OTP,Henri Coandă International Airport,Romania,Europe/Bucharest
OTR,Coto 47 Airport,Costa Rica,America/Costa_Rica
OTU,Otu Airport,Colombia,America/Bogota
OTZ,Ralph Wien Memorial Airport,United States,America/Anchorage
OUA,Ouagadougou Airport,Burkina Faso,Africa/Ouagadougou
OUD,Angads Airport,Morocco,Africa/Casablanca
OUE,Ouesso Airport,Congo (Kinshasa),Africa/Brazzaville
OUH,Oudtshoorn Airport,South Africa,Africa/Johannesburg
OUK,Outer Skerries Airport,United Kingdom,Europe/London
OUL,Oulu Airport,Finland,Europe/Helsinki
OUZ,Tazadit Airport,Mauritania,Africa/Nouakchott
OVA,Bekily Airport,Madagascar,Indian/Antananarivo
OVB,Tolmachevo Airport,Russia,Asia/Krasnoyarsk
OVD,Asturias Airport,Spain,Europe/Madrid
OVG,Overberg Airport,South Africa,Africa/Johannesburg
OVR,Olavarria Airport,Argentina,America/Buenos_Aires
OVS,Sovetskiy Airport,Russia,Asia/Yekaterinburg
OWB,Owensboro Daviess County Airport,United States,America/Chicago
OWD,Norwood Memorial Airport,United States,America/New_York
OXB,Osvaldo Vieira International Airport,Guinea-Bissau,Africa/Bissau
OXC,Waterbury Oxford Airport,United States,America/New_York
OXF,Oxford (Kidlington) Airport,United Kingdom,Europe/London
OXR,Oxnard Airport,United States,America/Los_Angeles
OYA,Goya Airport,Argentina,America/Cordoba
OYE,Oyem Airport,Gabon,Africa/Libreville
OYK,Oiapoque Airport,Brazil,America/Fortaleza
OYL,Moyale Airport,Kenya,Africa/Nairobi
OYO,Tres Arroyos Airport,Argentina,America/Buenos_Aires
OYP,Saint-Georges-de-l'Oyapock Airport,French Guiana,America/Cayenne
OZA,Ozona Municipal Airport,United States,America/Chicago
OZC,Labo Airport,Philippines,Asia/Manila
OZG,Zagora Airport,Morocco,Africa/Casablanca
OZH,Zaporizhzhia International Airport,Ukraine,Europe/Kiev
OZP,Moron Air Base,Spain,Europe/Madrid
OZR,Cairns AAF (Fort Rucker) Air Field,United States,
OZZ,Ouarzazate Airport,Morocco,Africa/Casablanca
PAA,Hpa-N Airport,Burma,Asia/Rangoon
PAB,Bilaspur Airport,India,Asia/Calcutta
PAC,Marcos A. Gelabert International Airport,Panama,America/Panama
PAD,Paderborn Lippstadt Airport,Germany,Europe/Berlin
PAE,Snohomish County (Paine Field) Airport,United States,America/Los_Angeles
PAG,Pagadian Airport,Philippines,Asia/Manila
PAH,Barkley Regional Airport,United States,America/Chicago
PAJ,Parachinar Airport,Pakistan,Asia/Karachi
PAL,German Olano Air Base,Colombia,
PAM,Tyndall Air Force Base,United States,America/Chicago
PAN,Pattani Airport,Thailand,Asia/Bangkok
PAO,Palo Alto Airport of Santa Clara County,United States,America/Los_Angeles
PAP,Toussaint Louverture International Airport,Haiti,America/Port-au-Prince
PAQ,"Warren ""Bud"" Woods Palmer Municipal Airport",United States,America/Anchorage
PAS,Paros National Airport,Greece,Europe/Athens
PAT,Lok Nayak Jayaprakash Airport,India,Asia/Calcutta
PAV,Paulo Afonso Airport,Brazil,America/Fortaleza
PAX,Port-de-Paix Airport,Haiti,America/Port-au-Prince
PAZ,El Tajín National Airport,Mexico,America/Mexico_City
PBC,Hermanos Serdán International Airport,Mexico,America/Mexico_City
PBD,Porbandar Airport,India,Asia/Calcutta
PBF,"Pine Bluff Regional Airport, Grider Field",United States,America/Chicago
PBG,Plattsburgh International Airport,United States,America/New_York
PBH,Paro Airport,Bhutan,Asia/Thimphu
PBI,Palm Beach International Airport,United States,America/New_York
PBJ,Tavie Airport,Vanuatu,Pacific/Efate
PBL,General Bartolome Salom International Airport,Venezuela,America/Caracas
PBM,Johan Adolf Pengel International Airport,Suriname,America/Paramaribo
PBN,Porto Amboim Airport,Angola,Africa/Luanda
PBO,Paraburdoo Airport,Australia,Australia/Perth
PBP,Islita Airport,Costa Rica,America/Costa_Rica
PBQ,Pimenta Bueno Airport,Brazil,
PBR,Puerto Barrios Airport,Guatemala,America/Guatemala
PBU,Putao Airport,Burma,Asia/Rangoon
PBZ,Plettenberg Bay Airport,South Africa,Africa/Johannesburg
PCB,Pondok Cabe Air Base,Indonesia,Asia/Jakarta
PCD,Prairie Du Chien Municipal Airport,United States,
PCF,Potchefstroom Airport,South Africa,Africa/Johannesburg
PCL,Cap FAP David Abenzur Rengifo International Airport,Peru,America/Lima
PCN,Picton Aerodrome,New Zealand,Pacific/Auckland
PCP,Principe Airport,Sao Tome and Principe,Africa/Sao_Tome
PCQ,Boun Neau Airport,Laos,
PCR,German Olano Airport,Colombia,America/Bogota
PCS,Picos Airport,Brazil,
PDA,Obando Airport,Colombia,America/Bogota
PDG,Minangkabau International Airport,Indonesia,Asia/Jakarta
PDK,DeKalb Peachtree Airport,United States,America/New_York
PDL,João Paulo II Airport,Portugal,Atlantic/Azores
PDO,Pendopo Airport,Indonesia,Asia/Jakarta
PDP,Capitan Corbeta CA Curbelo International Airport,Uruguay,America/Montevideo
PDS,Piedras Negras International Airport,Mexico,America/Mexico_City
PDT,Eastern Oregon Regional At Pendleton Airport,United States,America/Los_Angeles
PDU,Tydeo Larre Borges Airport,Uruguay,
PDV,Plovdiv International Airport,Bulgaria,Europe/Sofia
PDX,Portland International Airport,United States,America/Los_Angeles
PEA,Penneshaw Airport,Australia,Australia/Adelaide
PED,Pardubice Airport,Czech Republic,Europe/Prague
PEE,Bolshoye Savino Airport,Russia,Asia/Yekaterinburg
PEF,Peenemünde Airport,Germany,Europe/Berlin
PEG,Perugia San Francesco d'Assisi – Umbria International Airport,Italy,Europe/Rome
PEH,Comodoro Pedro Zanni Airport,Argentina,America/Buenos_Aires
PEI,Matecaña International Airport,Colombia,America/Bogota
PEK,Beijing Capital International Airport,China,Asia/Shanghai
PEM,Padre Aldamiz International Airport,Peru,America/Lima
PEN,Penang International Airport,Malaysia,Asia/Kuala_Lumpur
PEQ,Pecos Municipal Airport,United States,America/Chicago
PER,Perth International Airport,Australia,Australia/Perth
PES,Petrozavodsk Airport,Russia,Europe/Moscow
PET,João Simões Lopes Neto International Airport,Brazil,America/Sao_Paulo
PEU,Puerto Lempira Airport,Honduras,America/Tegucigalpa
PEV,Pécs-Pogány Airport,Hungary,Europe/Budapest
PEW,Peshawar International Airport,Pakistan,Asia/Karachi
PEX,Pechora Airport,Russia,Europe/Moscow
PEZ,Penza Airport,Russia,Europe/Moscow
PFB,Lauro Kurtz Airport,Brazil,America/Sao_Paulo
PFJ,Patreksfjörður Airport,Iceland,Atlantic/Reykjavik
PFN,Panama City-Bay Co International Airport,United States,America/Chicago
PFO,Paphos International Airport,Cyprus,Asia/Nicosia
PFQ,Parsabade Moghan Airport,Iran,Asia/Tehran
PFR,Ilebo Airport,Congo (Kinshasa),Africa/Lubumbashi
PGA,Page Municipal Airport,United States,America/Phoenix
PGD,Charlotte County Airport,United States,America/New_York
PGF,Perpignan-Rivesaltes (Llabanère) Airport,France,Europe/Paris
PGH,Pantnagar Airport,India,Asia/Calcutta
PGK,Pangkal Pinang (Depati Amir) Airport,Indonesia,Asia/Jakarta
PGU,Persian Gulf International Airport,Iran,Asia/Tehran
PGV,Pitt Greenville Airport,United States,America/New_York
PGX,Périgueux-Bassillac Airport,France,Europe/Paris
PGZ,Ponta Grossa Airport - Comandante Antonio Amilton Beraldo,Brazil,
PHA,Phan Rang Airport,Vietnam,Asia/Saigon
PHB,Prefeito Doutor João Silva Filho Airport,Brazil,America/Fortaleza
PHC,Port Harcourt International Airport,Nigeria,Africa/Lagos
PHD,Harry Clever Field,United States,America/New_York
PHE,Port Hedland International Airport,Australia,Australia/Perth
PHF,Newport News Williamsburg International Airport,United States,America/New_York
PHK,Palm Beach County Glades Airport,United States,America/New_York
PHL,Philadelphia International Airport,United States,America/New_York
PHN,St Clair County International Airport,United States,America/New_York
PHS,Phitsanulok Airport,Thailand,Asia/Bangkok
PHW,Hendrik Van Eck Airport,South Africa,Africa/Johannesburg
PHX,Phoenix Sky Harbor International Airport,United States,America/Phoenix
PHY,Phetchabun Airport,Thailand,Asia/Bangkok
PIA,General Wayne A. Downing Peoria International Airport,United States,America/Chicago
PIB,Hattiesburg Laurel Regional Airport,United States,America/Chicago
PID,Nassau Paradise Island Airport,Bahamas,America/Nassau
PIE,St Petersburg Clearwater International Airport,United States,America/New_York
PIF,Pingtung North Airport,Taiwan,Asia/Taipei
PIH,Pocatello Regional Airport,United States,America/Denver
PIK,Glasgow Prestwick Airport,United Kingdom,Europe/London
PIL,Carlos Miguel Gimenez Airport,Paraguay,America/Asuncion
PIM,Harris County Airport,United States,America/New_York
PIN,Parintins Airport,Brazil,America/Boa_Vista
PIO,Capitán FAP Renán Elías Olivera International Airport,Peru,America/Lima
PIP,Pilot Point Airport,United States,America/Anchorage
PIR,Pierre Regional Airport,United States,America/Chicago
PIS,Poitiers-Biard Airport,France,Europe/Paris
PIT,Pittsburgh International Airport,United States,America/New_York
PIU,Capitán FAP Guillermo Concha Iberico International Airport,Peru,America/Lima
PIW,Pikwitonei Airport,Canada,
PIX,Pico Airport,Portugal,Atlantic/Azores
PIZ,Point Lay LRRS Airport,United States,America/Anchorage
PJA,Pajala Airport,Sweden,Europe/Stockholm
PJC,Dr Augusto Roberto Fuster International Airport,Paraguay,America/Asuncion
PJG,Panjgur Airport,Pakistan,Asia/Karachi
PJM,Puerto Jimenez Airport,Costa Rica,America/Costa_Rica
PKA,Napaskiak Airport,United States,America/Anchorage
PKB,Mid Ohio Valley Regional Airport,United States,America/New_York
PKC,Yelizovo Airport,Russia,Asia/Anadyr
PKE,Parkes Airport,Australia,Australia/Sydney
PKG,Pulau Pangkor Airport,Malaysia,Asia/Kuala_Lumpur
PKH,Porto Cheli Airport,Greece,Europe/Athens
PKK,Pakhokku Airport,Burma,Asia/Rangoon
PKN,Iskandar Airport,Indonesia,Asia/Jakarta
PKO,Parakou Airport,Benin,
PKP,Puka Puka Airport,French Polynesia,Pacific/Tahiti
PKR,Pokhara Airport,Nepal,Asia/Katmandu
PKT,Port Keats Airport,Australia,
PKU,Sultan Syarif Kasim Ii (Simpang Tiga) Airport,Indonesia,Asia/Jakarta
PKV,Pskov Airport,Russia,Europe/Moscow
PKW,Selebi Phikwe Airport,Botswana,Africa/Gaborone
PKX,Beijing Daxing International Airport,China,
PKY,Tjilik Riwut Airport,Indonesia,Asia/Jakarta
PKZ,Pakse International Airport,Laos,Asia/Vientiane
PLD,Playa Samara/Carrillo Airport,Costa Rica,America/Costa_Rica
PLH,Plymouth City Airport,United Kingdom,Europe/London
PLL,Ponta Pelada Airport,Brazil,America/Boa_Vista
PLM,Sultan Mahmud Badaruddin II Airport,Indonesia,Asia/Jakarta
PLN,Pellston Regional Airport of Emmet County Airport,United States,America/New_York
PLO,Port Lincoln Airport,Australia,Australia/Adelaide
PLP,Captain Ramon Xatruch Airport,Panama,America/Panama
PLQ,Palanga International Airport,Lithuania,Europe/Vilnius
PLS,Providenciales Airport,Turks and Caicos Islands,America/Grand_Turk
PLU,Pampulha - Carlos Drummond de Andrade Airport,Brazil,America/Sao_Paulo
PLV,Suprunovka Airport,Ukraine,Europe/Kiev
PLW,Mutiara Airport,Indonesia,Asia/Makassar
PLX,Semipalatinsk Airport,Kazakhstan,Asia/Qyzylorda
PLZ,Port Elizabeth Airport,South Africa,Africa/Johannesburg
PMA,Pemba Airport,Tanzania,Africa/Dar_es_Salaam
PMB,Pembina Municipal Airport,United States,America/Chicago
PMC,El Tepual Airport,Chile,America/Santiago
PMD,Palmdale Regional/USAF Plant 42 Airport,United States,America/Los_Angeles
PMF,Parma Airport,Italy,Europe/Rome
PMG,Ponta Porã Airport,Brazil,America/Campo_Grande
PMH,Greater Portsmouth Regional Airport,United States,
PMI,Palma De Mallorca Airport,Spain,Europe/Madrid
PMK,Palm Island Airport,Australia,Australia/Brisbane
PML,Port Moller Airport,United States,America/Anchorage
PMO,Falcone–Borsellino Airport,Italy,Europe/Rome
PMQ,Perito Moreno Airport,Argentina,America/Argentina/Rio_Gallegos
PMR,Palmerston North Airport,New Zealand,Pacific/Auckland
PMS,Palmyra Airport,Syria,Asia/Damascus
PMV,Del Caribe Santiago Mariño International Airport,Venezuela,America/Caracas
PMW,Brigadeiro Lysias Rodrigues Airport,Brazil,America/Fortaleza
PMY,El Tehuelche Airport,Argentina,America/Catamarca
PMZ,Palmar Sur Airport,Costa Rica,America/Costa_Rica
PNA,Pamplona Airport,Spain,Europe/Madrid
PNB,Porto Nacional Airport,Brazil,America/Fortaleza
PNC,Ponca City Regional Airport,United States,America/Chicago
PNE,Northeast Philadelphia Airport,United States,America/New_York
PNH,Phnom Penh International Airport,Cambodia,Asia/Phnom_Penh
PNI,Pohnpei International Airport,Micronesia,Pacific/Ponape
PNK,Supadio Airport,Indonesia,Asia/Jakarta
PNL,Pantelleria Airport,Italy,Europe/Rome
PNP,Girua Airport,Papua New Guinea,Pacific/Port_Moresby
PNQ,Pune Airport,India,Asia/Calcutta
PNR,Pointe Noire Airport,Congo (Brazzaville),Africa/Brazzaville
PNS,Pensacola Regional Airport,United States,America/Chicago
PNT,Tte. Julio Gallardo Airport,Chile,America/Santiago
PNV,Panevėžys Air Base,Lithuania,Europe/Vilnius
PNY,Pondicherry Airport,India,Asia/Calcutta
PNZ,Senador Nilo Coelho Airport,Brazil,America/Fortaleza
POA,Salgado Filho Airport,Brazil,America/Sao_Paulo
POB,Pope Field,United States,America/New_York
POC,Brackett Field,United States,America/Los_Angeles
POE,Polk Army Air Field,United States,America/Chicago
POF,Poplar Bluff Municipal Airport,United States,America/Chicago
POG,Port Gentil Airport,Gabon,Africa/Libreville
POI,Capitan Nicolas Rojas Airport,Bolivia,America/La_Paz
POJ,Patos de Minas Airport,Brazil,America/Sao_Paulo
POL,Pemba Airport,Mozambique,Africa/Maputo
POM,Port Moresby Jacksons International Airport,Papua New Guinea,Pacific/Port_Moresby
POO,Poços de Caldas - Embaixador Walther Moreira Salles Airport,Brazil,America/Sao_Paulo
POP,Gregorio Luperon International Airport,Dominican Republic,America/Santo_Domingo
POR,Pori Airport,Finland,Europe/Helsinki
POS,Piarco International Airport,Trinidad and Tobago,America/Port_of_Spain
POT,Ken Jones Airport,Jamaica,America/Jamaica
POU,Dutchess County Airport,United States,
POW,Portoroz Airport,Slovenia,Europe/Ljubljana
POX,Pontoise - Cormeilles-en-Vexin Airport,France,Europe/Paris
POZ,Poznań-Ławica Airport,Poland,Europe/Warsaw
PPA,Perry Lefors Field,United States,
PPB,Presidente Prudente Airport,Brazil,America/Sao_Paulo
PPC,Prospect Creek Airport,United States,America/Anchorage
PPE,Mar de Cortés International Airport,Mexico,America/Hermosillo
PPF,Tri-City Airport,United States,
PPG,Pago Pago International Airport,American Samoa,Pacific/Pago_Pago
PPI,Port Pirie Airport,Australia,
PPK,Petropavlosk South Airport,Kazakhstan,Asia/Qyzylorda
PPL,Phaplu Airport,Nepal,Asia/Katmandu
PPM,Pompano Beach Airpark,United States,America/New_York
PPN,Guillermo León Valencia Airport,Colombia,America/Bogota
PPP,Proserpine Whitsunday Coast Airport,Australia,Australia/Brisbane
